	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
MPP3	1.738	1.161	2.61	1.713	1.901
CSDE1	128.723	155.301	112.145	160.025	103.072
PPIE	29.986	21.505	31.854	23.213	27.671
PKM2	299.444	174.564	349.092	149.119	374.248
KRTAP19-6	0	0	0	0	0
ACSM2B	0.036	0.038	0.057	0	0
C2orf44	1.745	1.826	1.487	2.056	1.566
DDX19A	12.419	13.469	12.951	13.706	12.748
ATP6AP1L	2.796	1.517	3.707	0.68	2.755
FUT9	0.004	0.019	0.008	0.005	0.516
DCTN3	47.849	37.87	55.372	41.95	42.193
SLC22A20	5.493	9.005	8.832	2.468	6.885
KRTAP20-4	0	0	0	0	0
ASB8	10.44	12.12	9.684	9.255	10.068
CYP2C9	0	0.033	0.018	0	0
HBZ	0	0.208	0.174	0.119	0
FLRT2	3.859	3.582	2.404	5.125	1.453
ITGA3	57.637	19.085	54.623	13.594	75.388
UFD1L	15.891	14.518	16.941	18.446	17.351
GSTM2P1	0.53	0.593	0.572	0.834	0.277
ERBB2IP	10.287	7.932	7.299	8.414	10.168
PGBD1	1.068	1.935	1.075	1.797	0.882
C9	0	0	0	0.013	0
CCKBR	0.716	0.216	0.355	0.066	0.094
ASCL1	0.092	0.012	0.069	0.014	0.023
DYNLT3	9.587	11.333	7.171	15.723	8.919
BMS1P4	1.611	1.549	2.347	1.105	2.084
COL4A6	1.888	7.376	1.92	16.782	3.051
BMS1P5	1.921	1.562	2.115	0.704	2.441
CDKN2AIP	6.892	4.292	7.16	7.836	6.311
LTK	0.15	0.118	0.263	0.086	0.21
LOC284578	0.254	0.078	0.333	0.089	0.242
TMEM233	0.073	0.136	0.065	0.312	0.036
C15orf55	0	0.023	0.026	0.009	0
TCAM1P	0.148	0.418	0.208	0.064	0.27
ZNF718	2.184	1.637	1.495	1.942	1.638
DBN1	21.703	46.322	28.838	47.279	18.94
TSC22D4	26.17	16.098	39.276	16.323	33.863
PPP1R13L	6.419	2.953	9.579	3.198	12.309
OR2M4	0	0	0	0	0
LOC220930	2.95	1.577	2.332	2.631	1.565
NTN3	0.043	0.015	0.155	0.088	0
ALDH8A1	0.178	0.153	0.298	0.058	0.452
MFN1	5.24	5.825	4.254	5.776	6.717
CHAT	0	0	0	0	0
LOC146481	0	0.018	0	0	0
FGF3	0	0.059	0	0	0
NFU1	22.896	16.92	19.203	18.969	21.979
TOR1A	11.951	11.302	12.089	14.327	12.545
CAV3	0.021	0.022	0.05	0.229	0.021
LOC100188949	0.126	0.135	0.086	0.155	0.451
UTP18	12.549	3.443	10.704	5.835	10.734
KREMEN1	14.215	5.253	9.287	3.428	9.628
SNORD1A	0	0	0	0	0
PTTG3P	0.047	0	0	0	0
HLA-G	12.989	15.26	19.153	25.028	17.06
CXorf30	2.693	0.011	0.965	0	3.94
PRPH2	0.463	0.738	0.339	1.1	0.52
MDM4	19.928	15.923	23.512	14.305	25.726
PDE4DIP	44.5	24.226	22.708	23.586	45.872
COX7A2	75.874	59.501	80.842	60.95	84.333
CC2D1A	16.672	13.844	22.332	9.494	22.003
TRHR	0	0	0	0	0
FGA	0.207	0	0.17	0	0.466
ATXN10	42.76	21.487	37.116	31.482	41.497
ERBB4	6.779	0.026	3.405	0.062	3.15
C16orf81	0.013	0.068	0	0.016	0
RHOBTB1	5.296	6.896	5.206	6.497	8.685
LOC340074	0	0	0	0	0
CLDN6	0.474	0.044	0.221	0	0.227
C2orf89	0.14	0.187	0.084	0.543	0.187
SAMD7	0	0.055	0.015	0	0.038
DCST1	0.039	0.111	0.233	0.016	0.039
PCID2	21.047	11.463	19.706	15.653	18.046
MBP	35.186	6.023	26.672	10.014	32.367
IGFBP7	301.237	338.299	382.07	498.117	394.631
CHSY3	0.252	0.469	0.262	0.677	0.122
FAM166A	6.94	1	4.554	0.784	3.888
LOC730668	0.028	0.015	0.016	0	0.014
YPEL4	0.353	3.34	0.461	1.379	0.722
SEBOX	0.115	0.493	0.138	0.329	0.038
PSMD9	11.06	9.153	13.928	10.638	11.945
LARP1B	6.858	4.274	5.112	5.082	7.209
FAM138D	0	0	0	0.031	0
IPO9	5.879	5.915	5.842	5.934	4.65
THOC2	23.055	19.633	19.913	19.46	20.081
MEF2D	11.131	30.403	11.876	20.821	10.813
FREM1	2.879	10.897	1.762	15.537	0.973
ZNF717	1.482	0.883	1.756	0.609	1.302
OR2H2	0	0.144	0.032	0	0
OR9Q1	0.08	0.049	0.027	0.014	0.125
ZNF548	4.395	4.51	4.805	4.077	4.1
IPP	4.896	3.576	3.334	3.721	3.589
HLA-DQA1	12.611	5.495	8.819	18.564	96.303
OR8G5	0	0	0	0	0
LRRCC1	4.342	2.68	2.172	3.885	2.673
SNPH	1.313	6.532	1.69	3.144	1.799
PFKFB1	0.11	0.02	0.065	0.022	0.055
FAM109A	4.074	4.454	5.85	2.9	4.111
TMEM49	17.467	14.614	17.997	14.925	26.755
SPANXN4	0	0	0	0	0
C11orf58	31.025	25.979	26.387	30.495	30.703
ATP5SL	20.331	23.527	25.491	22.051	26.815
ARL5A	11.843	7.565	7.334	8.91	9.631
PI4K2B	4.867	2.095	2.955	2.727	4.426
NICN1	14.337	6.419	12.809	3.736	14.282
ANKRD36B	2.666	3.301	2.913	1.329	3.886
NPHS1	0.497	0.773	0.528	0.159	0.766
MST1	11.834	1.085	10.154	0.721	7.043
ZNF250	2.455	1.849	2.522	1.816	2.144
KIFC3	5.801	7.513	6.081	9.976	6.95
TRIM60	0.061	0.637	0.146	0.056	0.138
TFB2M	6.295	3.004	6.215	3.976	6.077
GLA	11.421	6.937	16.501	7.078	9.221
NCKAP1L	2.013	1.628	2.579	2.332	3.844
SNORA51	0	0	0.259	0	0
STT3B	42.044	34.407	31.447	36.924	27.949
GAL	0	0	0	0	0.956
SUMO1P3	3.708	2.414	3.093	3.116	3.756
R3HDML	0.166	0.044	0.074	0	0.312
CCDC140	0	0	0	0.021	0
RPUSD3	11.064	11.763	14.16	10.279	12.37
FBXO15	11.516	0.537	6.149	0.258	6.786
RARS2	10.794	10.348	10.465	11.763	12.59
MTMR15	9.453	7.745	8.268	7.933	7.814
CKS1B	21.514	14.323	29.577	17.651	23.729
HUNK	2.294	1.595	2.531	0.921	1.965
CDK3	2.925	2.342	4.633	1.799	5.57
RIOK3	9.268	10.222	7.65	8.7	12.293
RFX8	0.031	0.151	0.038	0.058	0.11
ZNF426	2.873	4.277	2.764	3.49	2.012
OR5AR1	0	0	0	0	0
GPR84	0.296	0.059	0.575	0	1.129
CCNG2	5.737	8.333	3.577	7.538	6.328
VASH2	0.298	1.111	0.331	0.705	0.263
HMGB3L1	0.485	0.345	0.54	0.079	0.226
SAMD13	2.377	0.834	2.427	1.134	2.958
PPAPDC2	3.787	2.146	3.063	2.285	1.922
SYNGAP1	6.956	9.501	5.312	4.42	5.985
LOC100130093	3.83	2.614	5.869	2.583	2.757
TTC38	6.54	4.98	10.514	11.373	9.215
LOC100130264	0	0.034	0.038	0	0
BRIX1	12.586	6.645	9.414	9.042	10.455
SERPING1	189.097	326.233	263.162	339.851	671.282
ZMYND11	25.141	25.813	21.438	30.756	21.815
RBMXL1	5.997	4.326	5.181	5.579	4.289
CCT7	105.763	76.466	114.638	101.37	89.378
CYP3A4	0.043	0.035	0.026	0.013	0.043
FAM9B	0	0.287	0	0.438	0
PDLIM1	132.078	51.661	108.122	80.374	143.191
PSMB5	44.273	35.685	53.117	45.894	54.792
NRIP3	1.375	2.454	1.913	2.094	1.279
MRPS25	5.952	4.599	7.922	5.059	8.15
DHRS7	20.854	21.727	29.958	33.764	18.304
DHODH	3.935	2.282	5.764	2.564	4.256
FBXL22	1.954	13.793	2.59	20.291	2.17
CD5	0.342	0.471	0.505	0.606	1.278
C9orf169	1.437	0.121	1.174	0.093	0.265
OR5M3	0	0.033	0	0	0
TTC37	14.733	13.279	12.182	15.371	11.339
RNF170	6.569	4.142	4.849	3.247	5.263
FAM95B1	1.68	0.546	1.671	0.05	1.293
OR52B2	0	0.126	0	0.036	0
ASXL2	5.653	4.869	2.911	3.871	3.171
USP22	61.254	41.224	53.767	45.756	43.673
LRCH1	6.284	6.407	5.416	10.347	5.886
ZNF322B	4.124	3.579	2.913	4.287	3.026
MATN4	0.057	0.106	0	0.052	0.042
ZNF285	2.604	1.186	2.306	1.438	1.889
HS3ST2	0	0.233	0.032	0.3	0.109
OR52A5	0	0	0	0	0
VWCE	3.573	0.326	4.957	0.394	5.107
KPNA2	5.114	6.409	4.971	6.979	8.938
COPZ2	5.55	28.873	7.219	22.413	3.783
TRIM32	8.796	6.173	6.235	7.291	7.247
GPR123	2.373	0.006	0.989	0	0.178
WNT2B	1.165	0.994	0.745	3.858	1.221
KAZALD1	0.797	0.73	1.278	2.664	0.899
LOC375190	4.853	2.87	3.451	3.769	3.655
TCTN3	37.363	16.682	30.612	17.421	25.594
GOT1	12.587	6.98	9.371	7.645	11.038
TRIM58	1.787	0.51	1.159	0.326	3.823
C7orf50	32.674	24.653	48.423	24.967	29.925
SERPINA4	0.504	0.017	0.388	0	0.39
LMTK2	2.687	2.441	2.385	1.371	1.66
FOXP1	10.44	15.921	8.192	14.104	9.924
EMG1	20.098	10.142	21.595	14.347	22.134
PDGFRL	11.204	7.741	17.13	19.469	17.034
MLN	0	0	0	0	0
LOC100130331	0.073	0.01	0.098	0.034	0.037
TMEM71	0.325	0.469	0.54	0.641	1.683
ZNF727	0.955	0.729	0.529	0.773	0.307
ZNF648	0	0	0	0	0.016
HMHB1	0.072	0.077	0	0	0
MIOX	0.121	0.043	0.096	0	0.06
CHRDL2	0.088	83.17	0.421	131.907	1.535
GLE1	11.647	7.735	9.259	7.733	10.221
GPR107	21.49	15.304	17.541	14.84	19.007
LIMS3-LOC440895	19.55	3.86	35.982	3.156	51.051
UQCR11	34.958	36.74	48.15	31.382	41.075
MAN2C1	20.049	19.186	27.393	14.061	23.098
MTO1	4.951	4.94	4.65	4.955	4.332
C1orf74	1.83	0.764	2.289	1.495	1.359
PARD6B	8.41	0.688	6.302	0.538	7.302
SRRM5	2.136	2.379	3.175	2.031	2.27
SLC4A3	1.636	6.771	2.703	3.702	2.609
NPPC	0.075	0.08	1.166	0	0
KLK3	0.021	0.114	0	0	0.021
CDKN2BAS	0.392	0.05	0.168	0	0.69
MAGEC3	0	0.018	0.06	0.062	0
COMTD1	2.633	2.059	6.665	2.359	5.948
BAIAP2	35.15	13.501	35.368	14.394	30.807
DSCR3	7.754	10.072	6.491	9.118	6.702
MECR	7.27	4.364	8.146	9.764	6.412
LY75	7.809	3.666	7.187	5.786	11.271
EPHB6	20.223	6.721	22.173	6.379	14.82
LEFTY1	4.831	5.462	6.597	5.62	4.327
PNPLA7	1.131	3.355	1.799	1.051	1.935
MRPL33	23.427	25.82	27.681	29.885	38.037
FAT1	73.143	29.569	40.478	27.398	32.3
SEZ6L	0.036	0.029	0	0.033	0.018
CCT6B	2.706	0.359	1.425	0.597	2.319
KIF1A	1.47	0.033	0.309	0.038	0.01
LOC285696	0.095	0.101	0.082	0.021	0.104
CBLC	5.528	0.04	8.262	0.023	9.345
CDX1	0.048	0.052	0.019	0.119	0.032
PIK3R3	2.888	6.228	1.198	14.308	2.163
PTX3	0.908	0.61	1.154	0.413	1.098
C22orf25	7.202	10.175	7.352	7.741	7.429
ATRX	9.507	10.449	6.12	10.388	6.353
SMU1	11.204	8.528	10.616	8.817	8.597
MAP7D1	11.859	33.356	17.655	31.584	16.653
DKK2	0.263	0.391	0.244	0.484	0.322
ADHFE1	3.768	2.561	5.446	2.187	5.019
CNTNAP5	0	0.029	0	0	0
SLC1A6	0.04	0.17	0.063	0.016	0.053
NAT2	0.022	0.186	0.052	0.745	0.065
CD200R1	0.116	0.34	0.086	0.265	0.159
ALS2CL	4.25	3.21	4.309	2.441	7.977
CLEC4E	0.093	0.34	0.111	1.527	0.265
FAM157A	1.487	1.788	2.095	0.557	1.177
C18orf16	0.792	0.913	0.39	0.169	0.314
BCAS4	32.447	39.822	31.558	53.264	37.865
FUT8	6.837	5.691	9.24	6.458	17.345
ZNF480	2.508	1.42	2.164	1.802	2.861
MVK	6.124	5.126	6.17	3.806	6.736
RPA2	29.146	16.502	31.343	17.743	21.698
LOC643719	1.191	0.611	1.706	0.175	1.238
GPR146	4.159	9.23	5.248	8.814	4.933
SLC33A1	11.244	8.794	9.399	7.29	9.369
ATP6V1B1	21.582	0.813	3.896	0.771	33.037
BRI3BP	2.093	0.794	2.686	0.634	1.777
ZNF157	0.574	0.108	0.464	0.083	0.169
FAM159A	0.363	0.129	0.361	0.173	0.464
SNCAIP	3.692	11.584	2.088	14.563	3.669
KRTAP10-2	0.027	0	0.064	0	0
PLS3	31.335	91.285	30.524	164.542	35.871
HBB	13.441	79.278	6.004	954.256	3.932
XPNPEP3	11.27	6.437	10.404	7.546	11.903
GPR52	0	0	0	0	0
RAB11FIP2	8.49	9.789	6.253	10.959	6.556
MMP17	0.425	0.415	0.652	1.13	0.218
DHDDS	6.723	7.224	7.242	6.585	6.662
PLP2	57.482	137.961	56.948	107.86	77.891
TPSB2	12.529	37.189	6.834	97.183	4.545
KCNK2	0.202	0.135	0.12	0.062	0.126
SPARC	57.174	382.605	42.439	427.641	32.195
ANKLE1	0.236	0.394	0.531	0.058	0.312
FIP1L1	13.605	9.549	12.467	11.379	10.983
LIX1	0.302	0.015	0.155	0.009	5.15
SPINK9	0	0	0	0	0
ZNF786	2.303	1.545	3.126	1.202	2.627
LOC723972	2.839	1.372	1.811	1.715	1.944
CUEDC2	38.725	33.354	50.747	37.27	38.9
RNF144B	8.349	2.828	8.117	5.551	9.629
SMS	51.203	41.452	45.028	48.848	60.373
IL20RB	0.141	0.166	0.118	0.121	0.283
RGS13	0.058	0.373	0	1.02	0.136
CCDC144A	0.1	0.175	0.069	0.058	0.011
CHMP2B	12.392	13.26	8.908	14.207	11.021
VPS45	9.866	14.569	8.919	13.949	10.123
RAB1A	39.94	28.564	38.778	36.101	40.247
SLC26A6	0.938	2.926	0.755	1.403	1.537
DNAJA3	13.899	11.59	16.214	11.603	14.512
SPDYE8P	0.666	0.835	1.329	0.439	0.87
USP18	4.313	1.021	3.992	1.343	2.993
ANXA6	46.767	118.43	53.127	159.509	30.384
TAZ	4.225	6.959	5.959	4.563	8.027
ZFYVE27	13.702	4.625	12.691	3.681	11.504
N4BP2L1	5.794	6.46	6.264	5.316	6.788
KRTAP5-10	0.027	0.029	0.194	0	0.352
KIF20A	0.199	0.027	0.456	0.01	0.598
SFPQ	63.47	34.8	73.618	53.001	54.39
LOC647979	88.791	59.864	76.046	81.233	77.384
SNORA65	0.842	0.45	1.256	0.258	0.421
C9orf9	22.683	6.292	14.068	3.645	23.448
NAA40	8.173	2.823	7.45	2.548	8.061
PF4	0	0.064	0	0.074	0.06
KRTAP10-8	0	0	0	0	0
ZNF146	18.04	9.767	13.35	14.325	14.362
C17orf58	6.649	5.887	5.123	6.205	7.459
MRO	0.377	0.554	0.457	0.207	0.439
RAET1E	0.923	0.846	0.669	0.242	1.187
CPSF3L	52.343	44.897	67.313	33.995	49.159
FAM123A	1.866	0.01	0.288	0.011	0.306
PIGX	6.308	5.515	4.246	5.651	5.65
TRMT2B	4.991	3.698	4.531	3.451	4.249
ISPD	0.53	0.393	0.477	0.457	0.93
NEDD8	88.153	64.783	104.315	85.124	88.476
C17orf74	0	0	0.02	0	0
CXorf41	6.603	0.166	2.388	0	3.069
SLC25A22	10.794	2.802	15.1	3.877	11.347
PTPN11	20.889	24.069	15.055	31.788	16.578
LRRN3	0.165	1.153	0.019	0.222	0.008
DCAF8L2	0	0	0	0	0
UBAP1	18.936	20.74	16.111	18.146	15.567
EZR	128.222	14.305	96.953	12.586	111.256
CALHM3	0	0.036	0.101	0.144	0.051
SASH1	5.883	8.374	4.181	8.202	4.301
MIF4GD	13.93	16.516	14.293	13.981	15.528
PDF	4.075	2.386	5.849	2.793	3.347
MUC20	19.897	0.493	18.314	0.215	25.895
EDF1	217.283	136.304	335.459	182.35	209.375
SGCB	11.894	18.657	9.282	21.665	10.977
FHL3	9.998	30.303	12.373	45.629	9.723
C16orf52	9.338	7.72	7.967	7.365	8.62
EZH1	14.895	22.232	14.121	19.076	11.989
JUND	83.301	117.547	219.565	49.236	49.939
NDRG4	2.076	30.927	2.921	15.93	3.454
EFR3B	0.555	1.293	0.56	0.68	0.343
ZNF593	14.332	8.34	39.506	9.397	16.698
LOC388387	0.052	0.129	0.082	0.042	0.103
NASP	17.165	11.5	18.478	17.632	20.773
IBSP	0.018	0.096	0.214	0	0.036
TRIB3	1.618	0.585	2.017	0.918	1.404
USP4	13.667	11.801	12.326	12.242	12.408
SLC25A20	5.921	7.743	7.414	8.687	5.42
MLF2	101.744	85.323	121.494	80.46	92.069
MRGPRD	0.03	0.38	0.035	0.145	0.03
AFG3L1	3.392	4.26	5.754	3.068	5.492
KCTD11	7.311	5.164	7.963	5.975	6.669
PHOSPHO2	1.559	1.129	1.982	1.109	1.433
TRIM42	0	0.012	0	0	0
FER1L4	0.428	0.785	0.54	0.18	0.819
C9orf128	0.173	0.195	0.161	0.012	0.106
CG030	0.187	0.182	0.294	0.237	0.504
SLC41A3	39.799	33.217	36.932	33.469	29.693
USP31	1.997	5.06	1.58	4.185	2.074
TGFBR1	5.185	12.2	4.323	7.679	5.556
TBC1D29	0	0.033	0.037	0.038	0.093
ITGB2	11.172	9.23	15.688	18.952	51.142
ZNF883	2.418	1.698	1.81	1.371	1.047
PRDXDD1P	0.718	0.541	0.81	0.408	1.011
PPP1R2	17.199	16.709	12.838	15.997	16.007
SLC29A3	9.273	6.703	7.015	6.267	5.928
HAS3	2.143	1.303	2.898	1.738	2.984
SNX4	10.082	5.457	6.424	6.62	9.401
OR9G9	0	0	0	0	0
NBPF22P	0.021	0.034	0.026	0.026	0.011
LOC285501	0.028	0.03	0.033	0	0
SYT9	0.446	0.018	0.08	0.062	0.034
GEMIN8	8.61	7.7	9.385	6.457	7.951
SNORD96A	0	0	0	0	0
TMEM168	5.708	4.422	4.679	5.316	5.295
CEACAM4	0	0.291	0	0.067	0.109
OR56B1	0.112	0.192	0.241	0.247	0.493
KHDRBS3	2.386	3.483	3.232	3.036	4.39
KLRC3	0.192	0	0.131	0.135	1.208
PPIAL4D	0.219	0.585	0.392	0.313	0.182
CRYBG3	4.293	4.559	3.07	5.687	5.748
ECSIT	25.231	24.946	35.07	23.691	29.41
SULT1A3	10.831	13.028	18.938	20.155	29.796
AGPS	4.442	5.287	2.731	7.446	3.563
NDEL1	8.515	13.983	11.578	12.736	10.04
HS3ST4	0.018	0.029	0.032	0.011	0.018
RNF123	10.045	10.907	10.249	7.553	9.621
CALCA	0	0	0.039	0	0
CALB2	0.808	0.41	2.845	0.841	1.091
SPRR2F	0	0	0	0	0
APC2	0.107	0.193	0.273	0.162	0.158
HBEGF	2.478	19.876	4.047	3.838	2.388
NSUN6	3.374	3.038	4.564	2.403	4.371
DAZL	0	0	0	0	0
IKZF3	0.402	0.125	0.139	0.333	0.557
GOLIM4	9.615	14.096	7.938	15.902	3.559
HSP90AB1	740.322	270.186	675.24	455.662	547.21
PCBP3	0.606	1.311	0.953	4.109	0.65
CHD2	46.341	33.824	46.401	38.857	42.013
SNORA84	0	0	0	0	0
TARS	13.778	12.077	11.339	16.214	12.457
IQCB1	10.854	4.126	6.231	4.122	8.998
KAZ	12.632	0.869	11.983	1.562	19.969
ATP1A4	0.207	0.15	0.124	0.018	0.111
BIRC8	0	0.06	0	0	0
LZIC	8.685	7.458	7.285	8.279	6.121
ZNF491	0.476	0.91	0.496	0.708	0.456
GAGE2E	0	0	0	0	0
SAMD4A	2.696	9.574	2.427	9.703	2.82
C12orf42	0.019	0.04	0.023	0.139	0
RASL10B	2.45	0.438	3.488	0.917	2.939
AADACL2	0.082	0	0.025	0.025	0
CDK8	2.188	3.898	2.167	3.256	3.5
MRPS15	14.918	20.99	19.156	19.621	25.979
ZAP70	0.96	1.377	1.236	1.083	4.231
ATP7A	4.676	3.153	3.241	2.9	3.014
KIFC2	2.468	2.411	4.384	1.114	4.463
PJA1	15.363	11.202	16.054	15.604	9.153
B3GAT2	0.491	1.065	0.319	0.984	1.07
TRIP4	8.009	7.035	6.553	7.428	6.077
BSN	0.206	0.082	0.214	0.114	0.109
HRH1	5.016	1.332	5.326	2.333	11.524
GBP7	0.07	0.012	0.014	0.043	0.012
PTAR1	3.288	3.657	2.467	3.122	3.836
C1orf187	0.081	0.052	0.116	0.02	0.145
SLC16A3	4.036	4.315	6.8	3.584	11.419
GLI3	2.819	14.925	2.671	7.989	1.287
SLC23A3	0.07	0.195	0.184	0.189	0.294
HIST2H2AC	2.292	1.05	5.317	1.364	3.667
EFEMP2	43.94	70.045	57.52	87.338	28.297
ACTN2	0.082	0.068	0.106	0.07	0.07
CFLAR	16.293	19.537	15.75	16.737	19.319
ANGEL2	5.135	3.715	4.563	3.823	5.553
CPA5	0.014	0.029	0.016	0.034	0
FAM134C	20.714	18.626	23.747	14.891	20.453
UROD	40.809	48.627	52.204	45.762	39.11
TUBGCP4	4.372	3.927	4.229	3.94	3.207
HAUS4	21.591	17.404	26.214	22.145	27.537
FOXG1	0	0.071	0	0	0
C14orf115	0.008	0.026	0.02	0	0
SNORD17	2.294	1.549	1.009	0.444	0
KAL1	1.31	0.155	0.482	0.272	0.422
IGDCC4	0.481	0.85	0.403	0.531	0.105
DNAJC5B	0.358	0.864	0.459	0.178	0.543
SLC16A13	1.924	0.64	2.683	1.03	2.862
KRT8	347.586	5.128	348.285	2.705	229.901
MAP2	0.492	0.682	0.362	2.327	0.701
SLC36A1	1.478	4.368	1.183	5.219	2.434
OR7G3	0	0.033	0	0	0
ZMYM2	10.322	6.992	7.762	7.1	10.455
PLK3	6.699	4.277	17.796	2.82	8.261
OSBPL9	18.717	15.23	16.938	18.642	20.569
NUDCD1	2.851	2.165	2.06	2.911	2.887
NRG2	1.051	0.425	1.424	0.418	0.445
HPS3	6.554	7.091	6.283	5.038	18.077
USP51	4.108	1.459	3.276	1.393	2.107
RDH10	2.784	2.559	1.843	2.763	3.408
HIST1H4C	0.073	0.235	0.088	0.18	0
C10orf10	8.794	21.314	5.44	33.973	33.717
GOLM1	27.399	9.248	23.134	14.108	35.644
DAPK3	13.895	31.062	24.77	27.234	15.118
APOC1	6.708	0.179	12.947	1.233	22.526
KLK14	0.581	0.162	0.241	0.124	0.101
C1orf204	1.43	0.724	1.572	0.968	1.668
DSCR4	0	0.083	0	0	0
KRTAP12-2	0	0	0	0	0
GLI4	3.822	3.233	6.668	3.138	3.989
PPP1R14C	10.42	0.042	4.605	0.032	8.789
HLA-A	375.318	407.323	551.95	650.828	634.83
MED10	17.756	16.584	14.939	15.594	20.403
TMEM67	22.438	3.214	9.377	3.253	14.021
CCND3	28.711	15.266	43.362	30.476	44.944
SYNJ1	1.194	2.19	0.957	1.803	1.19
ADAMTS3	1.56	1.998	0.737	2.773	0.309
AKR1C3	29.701	17.006	19.431	26.36	15.861
ZNF205	6.598	7.623	11.206	6.934	6.5
PABPC3	2.615	1.461	3.178	2.568	3.392
C21orf57	6.968	3.226	11.773	3.582	14.092
DENND1B	0.677	0.528	0.548	0.337	0.459
SLC13A3	2.096	0.491	3.01	0.91	0.91
LOC100132247	13.868	13.325	19.986	9.007	28.57
LOC100192378	0	0.072	0	0.062	0.017
RASEF	9.774	17.297	9.536	1.36	4.593
TOMM70A	12.91	11.656	9.815	14.871	10.444
PGM3	3.938	2.69	3.582	3.466	4.052
ZFX	8.955	11.337	6.167	9.603	7.386
SUN3	0.061	0.282	0.073	0.05	0.162
CIDEB	9.811	6.807	9.756	7.972	7.04
SNORA70B	0.214	0	0.255	0	0
SERF1A	4.515	6.344	8.685	6.762	6.923
OR4F4	0	0	0	0	0
NUDT3	15.803	9.909	14.978	12.225	13.881
ZSCAN12P1	0.278	0.445	0.221	0.406	0.255
TRAPPC5	29.056	26.287	64.391	29.857	35.519
TSPY1	0	0	0	0	0
PTK7	35.14	50.689	36.312	50.995	29.463
ZNRF3	10.71	4.336	9.647	4.736	4.525
PLAC1L	0	0	0	0	0
PYCR1	3.719	0.96	7.62	4.981	3.231
NCRNA00185	0	0	0	0	0.038
RIPK2	3.228	3.768	3.2	3.605	5.486
ENHO	3.311	0.339	5.603	0.176	3.196
CHRM3	0.974	4.575	0.933	0.795	0.565
SPARCL1	135.723	581.121	136.397	1106.742	201.133
KLHL8	3.68	3.793	2.538	3.484	2.304
TGS1	5.466	3.646	4.784	3.961	4.885
PCM1	44.549	23.137	29.821	21.963	32.706
SNORD79	0	0	0	0	0
NCOR2	32.622	34.675	52.579	36.362	28.35
MYO1B	3.876	8.296	3.138	9.578	0.802
ABCG8	0.139	0	0.23	0	0.064
FTSJ2	14.061	7.694	13.956	8.309	10.711
FAM69A	4.019	11.443	2.984	10.105	3.909
SPIN1	37.174	19.788	35.073	27.317	38.931
JAKMIP3	0.211	1.481	0.484	0.248	0.203
SEC24A	3.041	2.982	1.66	2.709	2.198
TMEM114	0	0.096	0	0	0
C16orf54	1.097	0.706	0.929	0.862	1.939
KLF10	23.132	17.494	22.141	8.54	32.035
TTC16	10.234	0.033	4.155	0.013	3.294
CDK5R2	0	0.012	0	0.014	0.011
GMDS	7.602	3.766	8.592	5.286	13.787
C16orf13	33.508	41.301	58.36	33.517	43.007
SPTBN4	0.879	1.875	1.232	1.502	0.383
IGSF8	36.725	10.952	46.758	11.416	28.553
ZG16B	0.812	0.072	3.918	0.124	4.668
HSPA1A	189.136	175.043	223.973	170.228	126.52
CRKL	24.641	20.041	22.825	20.287	19.195
TTC39C	4.287	3.053	4.63	2.154	6.232
GLRA1	0	0.017	0	0	0
TUSC3	55.791	21.07	36.325	25.847	50.331
LIN9	1.251	0.993	1.024	0.909	1.09
RALGAPA1	4.528	4.537	3.642	3.534	3.548
MTF2	3.676	3.11	3.404	3.032	4.088
C18orf32	149.36	63.924	204.474	106.845	169.858
CABIN1	88.889	60.789	80.134	48.119	95.244
NFATC2IP	7.616	10.008	7.217	7.997	9.466
PKD2	16.946	29.095	12.373	35.14	14.814
ACRC	0.405	0.298	0.43	0.199	0.414
SOAT1	7.131	4.001	5.604	5.433	11.306
SAP30BP	14.734	16.326	19.549	13.79	16.261
UFSP2	11.056	12.44	8.838	10.196	9.87
ABHD10	13.785	6.628	10.123	7.103	10.969
HIST1H3A	0.122	0	0	0	0.061
TSGA14	8.192	2.693	4.755	2.328	6.048
FIS1	111.075	91.207	149.138	97.751	85.181
FAM70B	0.873	5.005	1.516	6.092	1.375
TAF1B	6.237	2.841	3.795	3.321	4.514
WBSCR16	18.512	19.178	23.118	20.03	18.904
NEIL3	0.043	0.061	0.103	0.018	0.215
POLR3E	10.276	9.074	15.024	9.053	9.54
SNRPE	20.668	9.382	27.54	19.287	21.365
MADCAM1	0	0.024	0.08	0.027	0.022
NOX3	0	0	0	0	0
FAM92A3	0.128	0.187	0.111	0.014	0.058
CPEB2	3.44	6.739	2.278	2.199	3.661
MMP3	0	0.736	0	0.077	0
LOC644538	5.053	5.895	5.944	8.721	4.905
MSH4	0.036	0.029	0.042	0	0.071
KIAA0467	12.53	13.388	16.584	9.642	12.161
PITX1	0.699	0.122	0.834	0	0.114
C3orf34	3.299	1.133	1.835	1.428	2.517
CLDN10	5.788	0.212	9.235	0.229	53.859
PCDHA1	0.461	0.294	0.191	0.188	0.384
PLXDC2	9.357	8.59	9.16	8.368	8.081
PAIP1	19.874	16.189	16.156	19.47	18.565
NPC1L1	0.071	0.317	0.113	0.138	0.018
CXCL1	2.413	0.305	1.456	0.064	5.786
GPRC5D	0.165	0.059	0.329	0.068	0.083
